ID_PPI,ID_PP,DESC_PP
'1704I000001,04E001,Servicios de inteligencia para la Seguridad Nacional
'1704I000002,04E001,Servicios de inteligencia para la Seguridad Nacional
'1704I000009,04E001,Servicios de inteligencia para la Seguridad Nacional
'0804K000004,04K015,Proyectos de infraestructura gubernamental de gobernación
'1404K000003,04K015,Proyectos de infraestructura gubernamental de gobernación
'1504K000001,04K015,Proyectos de infraestructura gubernamental de gobernación
'1504K000002,04E008,Política y servicios migratorios
'1504K000003,04K015,Proyectos de infraestructura gubernamental de gobernación
'1504K000004,04K027,Mantenimiento de infraestructura
'0736C000010,04K023,Proyectos de infraestructura gubernamental de seguridad pública
'0936F000002,04K023,Proyectos de infraestructura gubernamental de seguridad pública
'1504L000001,04K023,Proyectos de infraestructura gubernamental de seguridad pública
'1504L000002,04E903,Operativos para la prevención y disuasión del delito
'1504L000003,04E903,Operativos para la prevención y disuasión del delito
'1504L000005,04E903,Operativos para la prevención y disuasión del delito
'1504L000008,04E903,Operativos para la prevención y disuasión del delito
'1504L000009,04E903,Operativos para la prevención y disuasión del delito
'1504L000010,04E903,Operativos para la prevención y disuasión del delito
'1504L000011,04E903,Operativos para la prevención y disuasión del delito
'1504L000012,04E903,Operativos para la prevención y disuasión del delito
'1504L000013,04E903,Operativos para la prevención y disuasión del delito
'1504L000014,04E903,Operativos para la prevención y disuasión del delito
'1604L000001,04E903,Operativos para la prevención y disuasión del delito
'1604L000002,04E903,Operativos para la prevención y disuasión del delito
'1604L000003,04E903,Operativos para la prevención y disuasión del delito
'1604L000004,04K023,Proyectos de infraestructura gubernamental de seguridad pública
'1604L000005,04K027,Mantenimiento de infraestructura
'1604L000006,04E903,Operativos para la prevención y disuasión del delito
'1604L000007,04E903,Operativos para la prevención y disuasión del delito
'1704L000001,04E903,Operativos para la prevención y disuasión del delito
'1704L000002,04K023,Proyectos de infraestructura gubernamental de seguridad pública
'1604Q000001,04E004,Producción de programas informativos de radio y televisión del Ejecutivo Federal
'1604W000001,04M001,Actividades de apoyo administrativo
'06056130001,05K025,Proyectos de inmuebles (oficinas administrativas)
'16056130001,05E002,"Atención, protección, servicios y asistencia consulares"
'16056130001,05P002,"Diseño, conducción y ejecución de la política exterior"
'16062000001,06P003,Diseño y aplicación de la política económica
'15067120006,06K027,Mantenimiento de infraestructura
'16067120001,06K028,Estudios de Preinversión
'16067120002,06K027,Mantenimiento de infraestructura
'17067130001,06B001,"Producción de impresos valorados, no valorados, numerados y de seguridad"
'17067150001,06E008,"Administración, restauración y difusión del acervo patrimonial y documental de la SHCP"
'1127A000004,06K024,Otros proyectos de infraestructura gubernamental
'1227A000011,06K024,Otros proyectos de infraestructura gubernamental
'1327A000001,06K027,Mantenimiento de infraestructura
'1327A000005,06K027,Mantenimiento de infraestructura
'1427A000008,06K028,Estudios de Preinversión
'1427A000018,06K027,Mantenimiento de infraestructura
'1427A000024,06K028,Estudios de Preinversión
'1427A000025,06K028,Estudios de Preinversión
'1427A000029,06K028,Estudios de Preinversión
'1427A000033,06K028,Estudios de Preinversión
'1427A000035,06K028,Estudios de Preinversión
'1527A000005,06O007,Optimización de los inmuebles federales y valuación de los bienes nacionales
'1527A000006,06O007,Optimización de los inmuebles federales y valuación de los bienes nacionales
'1627A000002,06K024,Otros proyectos de infraestructura gubernamental
'1627A000003,06K024,Otros proyectos de infraestructura gubernamental
'1627A000012,06O007,Optimización de los inmuebles federales y valuación de los bienes nacionales
'1706A000001,06O007,Optimización de los inmuebles federales y valuación de los bienes nacionales
'1706C000001,06G004,Regulación y supervisión del sector asegurador y afianzador
'1406E000001,06K028,Estudios de Preinversión
'1506E000003,06NRPP,No requiere programa presupuestario
'1506E000005,06E026,Recaudación de las contribuciones federales
'1606E000001,06NRPP,No requiere programa presupuestario
'1606E000002,06E026,Recaudación de las contribuciones federales
'1606E000003,06E026,Recaudación de las contribuciones federales
'1606E000004,06K025,Proyectos de inmuebles (oficinas administrativas)
'1706E000001,06K024,Otros proyectos de infraestructura gubernamental
'1706E000002,06K024,Otros proyectos de infraestructura gubernamental
'1706E000003,06K024,Otros proyectos de infraestructura gubernamental
'1706G0N0001,06F007,Operación de financiamiento para la exportación
'1606G1C0003,06E019,Servicios financieros complementarios
'1606G1C0004,06E019,Servicios financieros complementarios
'1706G1C0004,06E019,Servicios financieros complementarios
'1306G1H0006,06K024,Otros proyectos de infraestructura gubernamental
'1606G1H0001,06E021,Operación de financiamiento para el personal de las fuerzas armadas      
'1606G1H0002,06E021,Operación de financiamiento para el personal de las fuerzas armadas      
'1606G1H0003,06E021,Operación de financiamiento para el personal de las fuerzas armadas      
'1606G1H0004,06E021,Operación de financiamiento para el personal de las fuerzas armadas      
'1606G1H0005,06K024,Otros proyectos de infraestructura gubernamental
'0706G2T0001,06B004,Producción y comercialización de monedas
'1406G2T0001,06K027,Mantenimiento de infraestructura
'1406G2T0003,06K024,Otros proyectos de infraestructura gubernamental
'1506G2T0001,06K027,Mantenimiento de infraestructura
'1606G2T0002,06B004,Producción y comercialización de monedas
'1606G2T0004,06B004,Producción y comercialización de monedas
'1706G2T0001,06B004,Producción y comercialización de monedas
'1606GSA0001,06E031,Seguro y reaseguro agropecuario
'1606HAN0001,06K027,Mantenimiento de infraestructura
'1706HAN0001,06F003,Funciones de otorgamiento de crédito a productores e intermediarios financieros rurales
'1706HAN0001,06F004,Recuperación de cartera del sector rural
'1606HAT0001,06F010,Inversión de Capital de Riesgo
'1606HAT0002,06F010,Inversión de Capital de Riesgo
'1606HBW0001,06F034,Operación de crédito y garantías al sector rural y pesquero
'1606HBW0002,06K025,Proyectos de inmuebles (oficinas administrativas)
'1606HBW0003,06K027,Mantenimiento de infraestructura
'1606HBW0004,06F034,Operación de crédito y garantías al sector rural y pesquero
'1606HBW0005,06K025,Proyectos de inmuebles (oficinas administrativas)
'1706HBW0001,06F034,Operación de crédito y garantías al sector rural y pesquero
'1606HHN0001,06M001,Actividades de apoyo administrativo
'1606HIU0001,06M001,Actividades de apoyo administrativo
'1606HJO0001,06E015,Servicios financieros y captación de recursos
'1706HJO0001,06E015,Servicios financieros y captación de recursos
'1606HJY0002,06B003,Comercialización de juegos y productos
'1606HJY0003,06B003,Comercialización de juegos y productos
'1706HJY0001,06B003,Comercialización de juegos y productos
'1706HJY0002,06B003,Comercialización de juegos y productos
'1506HKA0002,06K024,Otros proyectos de infraestructura gubernamental
'1606HKA0002,06E032,Administración y enajenación de activos
'1606HKA0004,06E032,Administración y enajenación de activos
'1706HKA0001,06E032,Administración y enajenación de activos
'1706HKA0002,06E032,Administración y enajenación de activos
'1706HKI0001,06M001,Actividades de apoyo administrativo
'09071100002,07A015,Producción de árboles en viveros forestales militares
'14071100016,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'14071100025,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'14071100025,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'14071100025,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'14071100025,07A020,Programa de justicia militar
'14071100025,07A021,Sistema educativo militar
'14071100025,07A900,Programa de igualdad entre mujeres y hombres SDN
'14071100025,07M001,Actividades de apoyo administrativo
'15071100001,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071100012,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071100020,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071100022,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071100024,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071100033,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071100033,07M001,Actividades de apoyo administrativo
'15071100036,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071100036,07M001,Actividades de apoyo administrativo
'16071100001,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100002,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100003,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100005,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100006,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100007,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100008,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100009,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100009,07A009,Programa de sanidad militar
'16071100009,07M001,Actividades de apoyo administrativo
'16071100010,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100011,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100012,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100012,07M001,Actividades de apoyo administrativo
'16071100013,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100013,07M001,Actividades de apoyo administrativo
'16071100014,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100015,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100016,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100018,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100019,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100020,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100020,07M001,Actividades de apoyo administrativo
'16071100021,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100022,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100023,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100024,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100025,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100026,07M001,Actividades de apoyo administrativo
'16071100027,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100028,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100029,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100030,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100031,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100032,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100032,07M001,Actividades de apoyo administrativo
'16071100034,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100035,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100035,07M001,Actividades de apoyo administrativo
'16071100036,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071100036,07M001,Actividades de apoyo administrativo
'17071100001,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071100002,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071100002,07M001,Actividades de apoyo administrativo
'17071100003,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071100003,07M001,Actividades de apoyo administrativo
'17071100020,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071100020,07A025,Fortalecimiento del sistema de inteligencia militar
'17071100020,07M001,Actividades de apoyo administrativo
'17071100022,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071100022,07M001,Actividades de apoyo administrativo
'17071100023,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071100026,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071100026,07M001,Actividades de apoyo administrativo
'17071100031,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071100031,07M001,Actividades de apoyo administrativo
'15071110001,07A025,Fortalecimiento del sistema de inteligencia militar
'15071110002,07A025,Fortalecimiento del sistema de inteligencia militar
'16071110002,07A025,Fortalecimiento del sistema de inteligencia militar
'16071110005,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071110005,07A004,Programa de Seguridad Pública de la Secretaría de la Defensa Nacional
'16071110005,07M001,Actividades de apoyo administrativo
'12071120004,07NRPP,No requiere programa presupuestario
'12071120007,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'14071120001,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'14071120008,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'15071120001,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'15071120002,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'15071120002,07A022,"Investigación y desarrollo militar en coordinación con universidades públicas, instituciones públicas de educación superior y/o demás centros públicos de investigación superior. "
'15071120003,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'15071120005,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'15071120006,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'16071120002,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'16071120005,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'16071120005,07A022,"Investigación y desarrollo militar en coordinación con universidades públicas, instituciones públicas de educación superior y/o demás centros públicos de investigación superior. "
'16071120007,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'17071120001,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'17071120002,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'17071120002,07A022,"Investigación y desarrollo militar en coordinación con universidades públicas, instituciones públicas de educación superior y/o demás centros públicos de investigación superior. "
'17071120003,07A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios"
'16071130001,07A018,"Investigación, desarrollo y producción de vestuario y equipo militar y mantenimiento de infraestructura"
'16071130002,07A018,"Investigación, desarrollo y producción de vestuario y equipo militar y mantenimiento de infraestructura"
'17071130001,07A018,"Investigación, desarrollo y producción de vestuario y equipo militar y mantenimiento de infraestructura"
'17071130002,07A018,"Investigación, desarrollo y producción de vestuario y equipo militar y mantenimiento de infraestructura"
'17071140001,07A020,Programa de justicia militar
'14071150001,07A021,Sistema educativo militar
'14071150002,07A021,Sistema educativo militar
'15071150001,07A021,Sistema educativo militar
'15071150002,07A021,Sistema educativo militar
'16071150001,07A021,Sistema educativo militar
'16071150001,07A022,"Investigación y desarrollo militar en coordinación con universidades públicas, instituciones públicas de educación superior y/o demás centros públicos de investigación superior. "
'16071150002,07A021,Sistema educativo militar
'13071160004,07A009,Programa de sanidad militar
'13071160006,07A009,Programa de sanidad militar
'14071160001,07A009,Programa de sanidad militar
'15071160001,07A009,Programa de sanidad militar
'15071160002,07A009,Programa de sanidad militar
'15071160003,07A009,Programa de sanidad militar
'15071160004,07A009,Programa de sanidad militar
'15071160005,07A009,Programa de sanidad militar
'15071160006,07A009,Programa de sanidad militar
'15071160007,07A009,Programa de sanidad militar
'15071160008,07A009,Programa de sanidad militar
'16071160001,07A009,Programa de sanidad militar
'16071160002,07A009,Programa de sanidad militar
'16071160003,07A009,Programa de sanidad militar
'16071160004,07A009,Programa de sanidad militar
'16071160005,07A009,Programa de sanidad militar
'17071160001,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071160001,07A023,Salud y producción animal
'17071160002,07A009,Programa de sanidad militar
'17071160002,07A900,Programa de igualdad entre mujeres y hombres SDN
'17071160003,07A009,Programa de sanidad militar
'17071160003,07A900,Programa de igualdad entre mujeres y hombres SDN
'17071160004,07A009,Programa de sanidad militar
'17071160004,07A900,Programa de igualdad entre mujeres y hombres SDN
'09071170013,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'09071170014,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14071170004,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14071170009,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14071170010,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14071170011,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14071170012,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14071170013,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'14071170014,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'15071170002,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'15071170003,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'16071170001,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'16071170002,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'16071170003,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'16071170004,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'16071170005,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'16071170006,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'17071170001,07K014,Otros proyectos de infraestructura social
'17071170002,07K014,Otros proyectos de infraestructura social
'17071170003,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'17071170004,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'17071170005,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'17071170006,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'17071170007,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'17071170008,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'13071200010,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'13071200010,07A025,Fortalecimiento del sistema de inteligencia militar
'15071200004,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071200004,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071200004,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'15071200005,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071200007,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071200008,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071200012,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071200012,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'15071200014,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071200014,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071200014,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'15071200016,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071200018,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071200018,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071200018,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'16071200001,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200002,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200003,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200004,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200004,07A021,Sistema educativo militar
'16071200004,07A023,Salud y producción animal
'16071200005,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200006,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200007,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200008,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200009,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200010,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071200010,07A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria
'16071200011,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071200001,07K019,Proyectos de infraestructura gubernamental de seguridad nacional
'17071200011,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'07071320002,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'09071320003,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'10071320003,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'12071320003,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'14071320005,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'14071320009,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'14071320010,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'14071320011,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'14071320013,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'14071320014,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071320001,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071320002,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071320003,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071320011,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071320012,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071320013,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071320014,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071320015,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'16071320006,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'16071320007,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'16071320008,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'17071320001,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'17071320003,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'15071360001,07A020,Programa de justicia militar
'15071360002,07A020,Programa de justicia militar
'15071380002,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071380003,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071380004,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071400001,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'15071400001,07A009,Programa de sanidad militar
'15071400001,07A021,Sistema educativo militar
'15071400001,07A022,"Investigación y desarrollo militar en coordinación con universidades públicas, instituciones públicas de educación superior y/o demás centros públicos de investigación superior. "
'15071400001,07A900,Programa de igualdad entre mujeres y hombres SDN
'15071400001,07M001,Actividades de apoyo administrativo
'16071400001,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'16071400002,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071400002,07A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional"
'17071400002,07M001,Actividades de apoyo administrativo
